Accession	DSS3_ac_a	DSS3_ac_b	DSS3_ac_c	DSS3_glc_ac_19_a	DSS3_glc_ac_19_b	DSS3_glc_ac_19_c	DSS3_glc_ac_34_a	DSS3_glc_ac_34_b	DSS3_glc_ac_34_c	DSS3_glc_a	DSS3_glc_b	DSS3_glc_c
SPO1246	0.000441144	0.000324106	0.000272339	0.000324106	0.000380374	0.000272339	0.000324106	0.000272339	0.000225073	7.8983E-05	4.4428E-05	0.000373811
SPO1247												1.34274E-06
SPO1249	5.53277E-05	0.000133879	0.000115437	4.37157E-05	5.53277E-05	4.37157E-05	9.83604E-05	6.83058E-05	5.53277E-05	0.00015255	4.83385E-05	0.000219672
SPO1250	7.42134E-05	1.18741E-05	0.000189986	1.18741E-05	1.18741E-05	2.67168E-05	1.18741E-05	0.000106867	1.18741E-05	2.4408E-05	5.37094E-06	
SPO1253	0.000165091	0.000101918	0.000101918	0.000614036	0.000445576	0.000243424	0.000371454	0.000243424	0.000243424	0.002690977	0.003227951	0.002124455
SPO1254	2.50894E-05	4.46034E-05	2.50894E-05	1.11508E-05	4.46034E-05		1.11508E-05	1.11508E-05				
SPO1255	0.000156908	0.000353044	0.000296655	0.000198587	0.000156908	0.000708539	0.000120133	0.000414336	0.000414336	0.000177728	0.000298997	0.000236051
SPO1256	0.00063858	0.000919555	0.000844522	0.000129312	0.000229889	0.000229889	0.00051725	0.000312904	0.000461374	0.000263176	0.003235163	0.001083906
SPO1257	9.73913E-05	9.73913E-05	0.00017314	9.73913E-05	0.00013256	6.76329E-05	6.76329E-05	0.000327343	0.00017314	0.000236051	0.000219672	4.4428E-05
SPO1258	4.5918E-05	0.000310405	0.000595097	0.000148774	0.000413262	0.000359997	8.99992E-05	0.000413262	0.000264487	0.000878686	0.000494261	0.000738341
SPO1259	2.34247E-05	2.34247E-05	9.36988E-05	2.60274E-06		2.34247E-05	2.60274E-06	2.34247E-05	6.50686E-05	2.42285E-05	8.98656E-05	9.76318E-05
SPO1263	0.001193329	0.000499629	0.000103229	0.001337849	0.000697829	3.71625E-05	0.000697829	0.001193329	0.000334462	0.000298997	5.57138E-05	6.81739E-05
SPO1264	0.000549179	0.001154649	0.001587127	0.000664506	0.000928112	0.001587127	0.00177934	0.002307924	0.001076391	0.006749908	0.001047582	0.003743967
SPO1265	0.000342181	0.000422445	0.000270365	0.000270365	0.000511159	0.000608321	0.000608321	0.000827993	0.000827993	0.000253467	0.000219672	0.000489268
SPO1266												2.4408E-05
SPO1270	3.48071E-05	3.48071E-05	3.86746E-06	9.66864E-05	6.18793E-05		1.54698E-05	3.48071E-05				
SPO1271	1.17597E-06	1.17597E-06	1.05837E-05	4.70389E-06	4.70389E-06	1.05837E-05	4.70389E-06			0.00015255	5.37094E-06	0.000115374
SPO1272	0.000528676	0.001318029	0.000915298	0.00114815	0.001067604	0.001499624	0.000645834	0.000474491	0.000585791	0.007474935	0.006956266	0.009281123
SPO1273	0.001636626	0.00248949	0.001747553	0.00222763	0.003056853	0.003207787	0.003362357	0.003207787	0.003362357	0.00809798	0.007474935	0.009281123
SPO1274		7.39635E-06			7.39635E-06		2.95854E-05	1.84909E-06			6.10199E-06	
SPO1275	0.011056263	0.001364871	0.000977215	0.003908861	0.004272289	0.001817136	0.004651868	0.002915494	0.009893296	0.00586401	0.000942003	0.002105982
SPO1276					5.23028E-06	4.70725E-05		2.09211E-05	0.00018829	3.99403E-05		5.37094E-06
SPO1278			2.64311E-05		4.69886E-05	2.93679E-06						
SPO1279									8.44891E-06			
SPO1281	2.13273E-05			8.53093E-05	0.000133296	5.33183E-06	8.53093E-05	0.000133296	0.000533183	4.93644E-06	5.49179E-05	7.70777E-05
SPO1282	0.003050994	0.002753522	0.002850984	0.004393431	0.00358068	0.002950142	0.003471353	0.003471353	0.001872124	0.007755641	0.048926846	0.019731901
SPO1284			8.89359E-06	2.2234E-06	2.2234E-06	3.55743E-05	8.89359E-06	5.55849E-05	5.55849E-05	0.000159761	9.76318E-05	3.60354E-05
SPO1285	0.000180095	0.000142297	0.000180095	0.000108946	8.00423E-05	0.000108946	8.00423E-05	0.00022234	0.000180095	0.000219672	2.4408E-05	2.4408E-05
SPO1286	6.65671E-06										6.10199E-06	
SPO1288	6.53784E-05	2.61514E-06			1.04606E-05		2.61514E-06	1.04606E-05				
SPO1289	8.44891E-05	0.0001901	0.0001901	8.44891E-05	8.44891E-05	3.75507E-05	0.0001901	8.44891E-05	0.000396629	4.74966E-05	4.93644E-06	8.98656E-05
SPO1290	0.000181172	0.000229296	0.000342529	0.000101909	7.07705E-05	0.00013871	2.54774E-05	0.000101909	0.000283082	9.76318E-05	0.000219672	0.00015255
SPO1291	0.00149729	0.001015463	0.001410509	0.00116571	0.001326319	0.000746054	0.001773174	0.001244719	0.000944225	0.00586401	0.001129241	0.003256534
SPO1292	0.000717594	0.000879602	0.000769766	0.00112124	0.000717594	0.000527212	0.00099676	0.001392168	0.00112124	0.004124944	0.003813742	0.003511854
SPO1293	0.007514103	0.015677573	0.006237633	0.010423267	0.008909314	0.005937069	0.024950533	0.026182474	0.082380544	0.019116917	0.003625439	0.009028555
SPO1294	0.002164062	0.001309124	0.001071641	0.002327331	0.001855334	0.000857906	0.002327331	0.002006729	0.002327331	0.001739066	0.000516874	0.001739066
SPO1295	4.59778E-05	0.00010345	4.59778E-05	0.00021584	0.000127716	2.04346E-05	6.25808E-05	4.59778E-05	5.10864E-06	0.000308311	0.000639045	0.000390527
SPO1298			1.66924E-06									
SPO1299						1.99701E-06						
SPO1300	0.000273374	0.00023814	0.00017496	0.000273374	0.000205335	0.0001215	0.00023814	0.000311039	0.000535814	0.000664553	0.000241886	0.000137057
SPO1301	6.07499E-05	8.74798E-05	8.74798E-05	6.07499E-05	6.07499E-05	8.74798E-05	6.07499E-05	2.187E-05	3.88799E-05	1.91019E-05	4.15345E-05	1.92694E-05
SPO1302	4.92537E-06	1.10821E-05	4.43283E-05	3.07836E-05	3.07836E-05	3.07836E-05	3.07836E-05	6.03358E-05	3.07836E-05	0.000236051	0.000120434	9.76318E-05
SPO1303	1.40415E-05	9.98507E-05	5.6166E-05	5.6166E-05	9.98507E-05	2.49627E-05	5.6166E-05	5.6166E-05	9.98507E-05	5.49179E-05	1.00307E-05	9.76318E-05
SPO1304	8.16623E-06					8.16623E-06		2.04156E-06				
SPO1305		1.67546E-05				2.9786E-05	1.67546E-05			4.33562E-05	0.000219672	4.4428E-05
SPO1306	0.002491645	0.003419147	0.001374981	0.001830596	0.003587969	0.001171582	0.00293709	0.006608453	0.004883624	0.003511854	0.004448349	0.005131772
SPO1307	7.66296E-05	0.00021286	0.00021286	0.000104301	0.000104301	0.00013623	0.000172417	0.000172417	3.40576E-05	0.00030563	6.04714E-05	0.00015255
SPO1308	1.97704E-05			2.19672E-06								
SPO1309	0.00045828	0.000185585	0.00045828	0.000545391	0.000640077	0.000742338	9.4686E-05	0.000242396	0.00045828	4.29792E-05	0.000298997	0.000249627
SPO1310	0.000452045	9.33978E-05	0.000134493	0.000302609	0.000373591	5.97746E-05	5.97746E-05	0.000373591	0.000452045	4.5918E-05	6.3982E-05	7.42134E-05
SPO1310a	0.000566164	0.000141541	0.00027742	0.000362345	0.00027742	0.00027742	9.05862E-05	0.000203819	0.000458593	0.000159229	9.76318E-05	0.00015255
SPO1311	0.000158722	0.000101582	0.000128565	3.96806E-05	3.96806E-05	0.000128565	5.714E-05	2.53956E-05	2.53956E-05	1.18741E-05	1.77728E-06	1.84598E-05
SPO1312	0.000731904	0.000731904	0.000362438	0.00062749	0.000678693	0.00062749	0.000731904	0.000964828	0.000325291	0.001187414	0.000807616	0.001444416
SPO1313	4.0848E-05		7.26187E-05	4.0848E-05	4.0848E-05		7.26187E-05	0.000222395	7.26187E-05	7.70777E-05	3.23046E-05	0.000359463
SPO1314	0.000454957	0.000689166	0.000527642	0.000387656	0.000387656	0.000454957	0.000269205	0.000269205	0.000387656	0.000458593	7.88714E-05	6.5794E-05
SPO1315	2.20652E-05	0.000245169	0.000353044	0.000198587	8.82609E-05	0.000156908	9.80677E-06	3.92271E-05		7.70777E-05	6.3982E-05	6.04714E-05
SPO1318	0.003453441	0.004005174	0.003453441	0.004909404	0.004597777	0.002942577	0.005396002	0.006438165	0.003321894	0.003847221	0.005857908	0.012356525
SPO1320	0.00015668	0.000179862	0.000135096	0.000204643	0.000135096	0.00015668	9.67258E-05	0.000259001	0.000386903	0.000956817	0.000724716	0.002440795
SPO1321	5.96934E-05	3.82037E-05	0.000116999	3.82037E-05	5.96934E-05	8.59584E-05		0.000193406	9.55094E-06	4.93644E-06	0.000159761	5.09547E-05
SPO1323	3.00426E-05	4.32614E-05	3.00426E-05	5.88835E-05	4.32614E-05	3.00426E-05	1.92273E-05	1.92273E-05	1.08153E-05	0.000120434	0.000173425	0.000159761
SPO1327	3.35376E-05	3.35376E-05	5.24026E-05	1.88649E-05	1.88649E-05		3.35376E-05	3.35376E-05	1.88649E-05	4.15345E-05	9.76318E-05	9.76318E-05
SPO1328	0.001021813	0.001093498	0.000535814	0.001404537	0.000885733	0.000759373	0.001574637	0.001167613	0.000952558	0.001290369	0.007053898	0.000967542
SPO1329	0.002651258	0.005511863	0.004181216	0.00402779	0.004181216	0.002776006	0.003303677	0.006826738	0.008282134	0.006544854	0.002391631	0.00976318
SPO1330	0.003489456	0.007730023	0.007254445	0.003821606	0.004348138	0.005708818	0.00490864	0.008220698	0.00898502	0.011980026	0.002109544	0.009281123
SPO1331	3.20782E-05	3.20782E-05	4.61926E-05	3.20782E-05	4.61926E-05	2.05301E-05	1.15482E-05	3.20782E-05	1.15482E-05	0.000226132	7.6701E-05	0.00015255
SPO1333	0.001903443	0.002396005	0.002192186	0.001387101	0.002093674	0.002396005	0.002292963	0.001997426	0.003301867	0.00809798	0.010257441	0.007053898
SPO1334	4.05132E-05	4.05132E-05	0.000162053			1.80059E-05	1.80059E-05	7.20235E-05	1.80059E-05			
SPO1335	3.95805E-05	3.95805E-05	6.18445E-05	9.89512E-06			3.95805E-05		6.18445E-05		5.49179E-05	
SPO1336	2.70531E-06											
SPO1337a							1.39918E-05					
SPO1339	0.000275998	0.000406956	0.00056326	0.000275998	0.000202774	0.000140815	0.000202774	0.000237978	0.00011406	0.000236051	0.000134274	9.99629E-05
SPO1343	1.03132E-05	2.5783E-06	2.32047E-05			4.12529E-05		1.03132E-05				
SPO1344	1.02544E-05	2.84844E-05	2.84844E-05	5.58294E-05	4.10175E-05	1.823E-05	2.84844E-05	2.84844E-05	2.84844E-05	1.1107E-05	1.65305E-05	4.15345E-05
SPO1345	0.000523028	0.000523028	0.00081723	0.000377887	0.000523028	0.001176812	0.000691704	0.00151155	0.001694609	0.002202818	0.002264655	0.002440795
SPO1346	6.73013E-05	2.42285E-05	1.07682E-05	4.30729E-05	2.42285E-05	1.07682E-05	4.30729E-05	1.07682E-05		0.000145458	4.83385E-05	5.49179E-05
SPO1348	0.000739082	0.000513251	0.000415734	0.000867395	0.000867395	0.000867395	0.001313923	0.000513251	0.000739082	0.00133372	0.001560824	0.000356658
SPO1349	3.13817E-06	2.82435E-05	5.02106E-05	0.000112974	7.84541E-05	5.02106E-05	5.02106E-05	5.02106E-05	5.02106E-05	7.38392E-05	5.49179E-05	0.00015255
SPO1351	0.000937487	0.000611586	0.000449328	0.000355025	0.000449328	0.000271816	0.000671219	0.00040079	0.000671219	0.001372947	0.001372947	0.000863757
SPO1352	3.741E-05	2.39424E-05	7.33236E-05	9.57696E-05	7.33236E-05	0.000181064	0.000383078	0.00043246	0.00033669	0.000362345	0.000494261	0.0005829
SPO1352a	0.002211886	0.001747663	0.003304176	0.003106957	0.003304176	0.004614923	0.002378764	0.003106957	0.003716818	0.004124944	0.005131772	0.005568867
SPO1354	0.000673797	0.000935925	0.000993507	0.00144471	0.0013072	0.000825917	0.000580978	0.001241024	0.001052808	0.006544854	0.001819226	0.001511785
SPO1355	0.000346106	0.000298428	0.000143034	0.000298428	0.000213668	0.000143034	0.000213668	0.000298428	0.000213668	0.000236051	8.59351E-05	0.000298997
SPO1356	9.63472E-06	2.40868E-06	9.63472E-06	9.63472E-06	9.63472E-06	2.40868E-06	9.63472E-06	2.40868E-06	9.63472E-06	4.83385E-05	5.8673E-05	5.09547E-05
SPO1356a	7.8905E-05	5.04992E-05	7.8905E-05	2.84058E-05	0.000113623	7.8905E-05	0.000154654	5.04992E-05		0.00015255	0.000390527	7.58534E-05
SPO1358	0.000968348	0.001136464	0.001256013	0.001256013	0.001513044	0.001318029	0.001136464	0.000968348	0.000765115	0.004320838	0.002874975	0.004320838
SPO1359	0.001309879	0.001817012	0.001749093	0.001749093	0.001368743	0.001309879	0.001309879	0.002101628	0.001309879	0.005440834	0.006248435	0.007053898
SPO1361		1.07917E-05	5.87549E-05	4.79632E-06	4.79632E-06	4.79632E-06	4.79632E-06		4.79632E-06			
SPO1362	4.48676E-05	1.61523E-05	1.61523E-05	2.87152E-05	2.87152E-05	7.17881E-06	2.87152E-05	7.17881E-06	2.87152E-05	0.000236051	3.93833E-05	0.000148673
SPO1363	8.32089E-06	8.32089E-06	8.32089E-06		8.32089E-06	8.32089E-06	8.32089E-06	8.32089E-06	8.32089E-06		1.21365E-05	
SPO1364	0.000397174	0.000540598	0.000593309	0.000766154	0.000593309	0.000593309	0.000706087	0.000893642	0.000893642	0.002953362	0.000630134	0.002474461
SPO1364a			3.45637E-05				1.53616E-05			1.16297E-05	2.73072E-05	7.58534E-05
SPO1366	0.002849269	0.005065368	0.005065368	0.005433641	0.00403808	0.009576711	0.007914637	0.010337485	0.016476982	0.014867274	0.03100313	0.031632704
SPO1367											1.34274E-06	
SPO1368			3.61302E-06								1.23411E-06	
SPO1369	5.89248E-05	0.000115493	5.89248E-05	8.48517E-05	5.89248E-05	0.000115493	5.89248E-05	8.48517E-05	2.12129E-05	2.84058E-05	9.76318E-05	2.30626E-05
SPO1370	0.000585791	0.000989986	0.001231625	0.000915298	0.000585791	0.000474491	0.000915298	0.000989986	0.000774708	0.001817971	0.000445514	0.001527601
SPO1371	0.000198698	0.000137985	0.000310465	0.000398776	0.000310465	0.000166961	0.00044707	0.000398776	0.000932776	0.000148673	0.000390527	0.000245765
SPO1373			4.20827E-06	1.05207E-06				1.05207E-06	4.20827E-06			
SPO1374	2.30963E-05	1.0265E-05	2.30963E-05	1.0265E-05	2.56626E-06	4.10601E-05	1.0265E-05	1.0265E-05	0.000125747	2.84058E-05	9.76318E-05	4.85462E-05
SPO1375	0.000498329	0.000429682	0.000205942	0.000498329	0.000498329	0.000498329	0.000205942	0.00016272	0.000366119	0.000610199	9.99629E-05	0.000738341
SPO1377	0.000624196	0.000685058	0.000624196	0.001031834	0.001190359	0.000815276	0.000884631	0.001109681	0.002043851	0.001747663	0.002953362	0.002496782
SPO1378	0.000169244	0.000345396	0.000583718	0.00049737	0.000676975	0.000676975	0.000169244	0.00077714	0.001119082	0.000311073	0.000298997	0.000407724
SPO1383	0.000120382	1.59182E-05		0.000194998	9.94889E-05		0.000143264	4.87496E-05		6.5794E-05	0.000298997	0.000109229
SPO1384	1.43576E-05	1.43576E-05	8.97351E-05	1.43576E-05	1.43576E-05		1.43576E-05				4.93644E-06	5.49179E-05
SPO1385		1.43764E-06	1.43764E-06					1.43764E-06				
SPO1386	0.000254692	0.000672545	0.000779993	0.000322344	0.000397956	0.000573056	0.000573056	0.001018767	0.000672545	8.70866E-05	0.000134274	0.000367131
SPO1388		9.30812E-07	9.30812E-07			9.30812E-07		9.30812E-07				
SPO1389	2.54249E-06	2.28825E-05	2.28825E-05	2.28825E-05	2.28825E-05			4.06799E-05				
SPO1390	6.26917E-05	6.26917E-05	2.2569E-05	4.01227E-05	2.2569E-05	2.50767E-06	0.000122876	6.26917E-05	1.00307E-05	0.000104667	0.000494261	0.000362345
SPO1393								3.34865E-06	3.34865E-06			
SPO1397	0.000170762	0.000134923	0.0001033	0.000210817	0.000170762	3.37308E-05	0.0001033	0.000170762	0.000118585	1.97458E-05	0.00015255	0.000113623
SPO1398	0.000819181	0.001605595	0.001427341	0.000955493	0.000955493	0.001027581	0.001892636	0.000886026	0.002203269	0.000752721	0.001372947	0.002202818
SPO1399			6.80098E-06									
SPO1401	1.24813E-06	1.99701E-05	1.12332E-05	1.99701E-05	1.12332E-05	4.99254E-06	1.99701E-05	1.12332E-05	3.12033E-05	2.4408E-05	1.29219E-06	
SPO1403	0.002031578	0.003010883	0.002212077	0.002120867	0.002305207	0.002904311	0.00279966	0.002400257	0.003456371	0.010763906	0.011813448	0.014058979
SPO1404	5.38411E-06						5.38411E-06		1.21142E-05			
SPO1405	0.000704798	0.000704798	0.000545796	0.000288685	0.000407092	0.000190577	0.000288685	0.000365367	0.000497306	0.000998507	0.000127826	0.000149327
SPO1408	7.86835E-05	0.000130069	5.78083E-05	0.000130069	5.78083E-05	4.01447E-05	5.78083E-05	5.78083E-05	1.44521E-05	5.49179E-05	4.83385E-05	0.000245786
SPO1409	0.000597094	0.002130372	0.000532593	0.000812711	0.000891955	0.000184288	0.001245788	0.000974885	0.001245788	0.000184883	0.002440795	0.002202818
SPO1412a	0.000248497	8.9459E-05	0.000159038	8.9459E-05	0.000159038	3.97596E-05	0.000201283	0.000159038	6.21243E-05	0.00015255	2.4408E-05	5.04992E-05
SPO1413	0.001835127	0.002741363	0.0015986	0.002841955	0.00359685	0.001835127	0.003711942	0.001378385	0.002001875	0.003284563	0.015254969	0.003085275
SPO1414	0.000139011	0.000207658	0.000109836	0.000336372	0.00024713	0.000109836	0.000439343	0.000439343	0.000290035	0.000150203	7.8983E-05	8.59351E-05
SPO1415	0.000823768	0.001653257	0.000823768	0.001287138	0.001653257	0.002288245	0.014879315	0.002768777	0.000692194	0.000760402	0.001763474	0.002212077
SPO1417	0.000623624	0.001159632	0.002061568	0.001211744	0.001319404	0.002201297	0.00166987	0.002806024	0.001795855	0.019331097	0.002482718	0.008126311
SPO1418			4.94261E-05									
SPO1419	0.001961353	0.001588696	0.001417078	0.001770121	0.002824349	0.001255266	0.001770121	0.00259389	0.003844252	0.000356658	0.001379988	0.00119599
SPO1420	0.000207973	0.000159229	0.000207973	0.000159229	0.000159229	0.000393199	8.12395E-05	0.000207973	0.000467939	0.000998507	0.001687477	0.00119599
SPO1423	8.00886E-05	0.000132391	0.000132391	4.08615E-05	2.61514E-05	0.000104606	0.000132391	0.000132391	8.00886E-05	9.99629E-05	4.83385E-05	8.59351E-05
SPO1424	2.19321E-05	7.89554E-06	3.50913E-06	3.15822E-05	1.40365E-05	3.50913E-06	2.19321E-05	7.89554E-06	7.89554E-06	9.76318E-05	4.85462E-05	2.4408E-05
SPO1426		1.50049E-06		1.50049E-06	1.50049E-06				6.00196E-06			
SPO1427	0.000264338	0.000615813	0.000494993	0.000421769	0.000421769	0.000494993	0.000574075	0.000533802	0.000896992	0.000816623	0.002202818	0.002440795
SPO1429	0.000532609	0.002423962	0.003600436	0.001479469	0.002130435	0.003418165	0.004582803	0.005229035	0.013672661	0.004783958	0.00513271	0.001695182
SPO1431	0.004909404	0.00608056	0.00556331	0.00556331	0.004752313	0.008173825	0.007376877	0.006993729	0.003066462	0.024218789	0.026580258	0.004743918
SPO1432		6.65671E-05	0.000104011				6.65671E-05	6.65671E-05	0.000266269			9.76318E-05
SPO1433	0.000403994	0.000227246	0.00019095	0.00063124	0.00063124	0.000227246	0.00015781	0.000266699	0.000456071	0.000494261	0.000738341	0.000610199
SPO1434		1.66924E-06				1.66924E-06						
SPO1435	1.64206E-05	1.82451E-06	7.29806E-06	2.91922E-05	4.56129E-05	1.64206E-05	1.64206E-05	2.91922E-05	1.64206E-05	2.4408E-05	2.48497E-06	
SPO1436		1.01491E-05	1.80428E-05	4.51071E-06	1.01491E-05	1.01491E-05	1.01491E-05	1.80428E-05	4.51071E-06	4.26547E-06	2.84058E-05	8.98656E-05
SPO1438		9.87288E-05	9.87288E-05	6.17055E-06		9.87288E-05	0.000746636	0.001209428	0.001579661		3.99403E-05	
SPO1439	7.76225E-06											
SPO1443	0.001960021	0.000850003	0.001269758	0.001347879	0.002257347	0.001347879	0.002686429	0.003032727	0.002914962	0.00193891	0.002678921	0.015187292
SPO1444	1.53497E-05	2.72884E-05	1.53497E-05	1.53497E-05			1.70552E-06		1.70552E-06	1.1107E-05		5.49179E-05
SPO1445	2.28825E-06			2.28825E-06		9.15298E-06		3.66119E-05		2.4408E-05		4.93644E-06
SPO1446	2.1286E-06	1.91574E-05	1.91574E-05	1.91574E-05			3.40576E-05	3.40576E-05	1.91574E-05			
SPO1447		5.09679E-06	1.14678E-05	5.09679E-06	5.09679E-06	1.14678E-05	5.09679E-06	5.09679E-06	5.09679E-06		6.10199E-06	2.4408E-05
SPO1448		5.60387E-06	1.40097E-06	1.26087E-05	5.60387E-06	1.40097E-06			1.26087E-05			
SPO1449				1.00033E-06	1.00033E-06	4.0013E-06	1.00033E-06	4.0013E-06		2.4408E-05		6.10199E-06
SPO1450	1.39033E-05			3.12823E-05	3.12823E-05							
SPO1451	3.11326E-05	0.00010087	4.48309E-05	1.12077E-05	0.00012453	7.96994E-05	0.00024408	0.00010087	0.00024408	0.00015255	9.76318E-05	0.000219672
SPO1453	1.44521E-05	3.25172E-05	3.25172E-05	3.25172E-05	3.25172E-05	1.44521E-05					3.99403E-05	2.73072E-05
SPO1454	6.18793E-06	7.58022E-05	2.47517E-05	2.47517E-05	1.39228E-05	6.18793E-06	9.90069E-05	0.000125306	0.000222766	0.000639045	0.000219672	0.000494261
SPO1457	6.14466E-05	1.53616E-05	3.84041E-06	3.45637E-05	1.53616E-05	1.53616E-05	3.45637E-05	3.84041E-06	6.14466E-05	5.49179E-05	9.76318E-05	1.43681E-05
SPO1461		2.05685E-06				2.05685E-06	3.29096E-05	3.29096E-05	5.14212E-05			
SPO1462	6.48428E-05	4.76396E-05	0.000132332	4.76396E-05	3.30831E-05	1.19099E-05	3.30831E-05	8.46926E-05	5.29329E-06	1.26248E-05	1.1107E-05	5.49179E-05
SPO1465	4.01447E-05	0.000160579	7.86835E-05	2.56926E-05	5.78083E-05	2.56926E-05	0.0001943	0.000160579	0.00010277	0.000201283	7.8983E-05	0.000159038
SPO1468	1.51707E-06	6.06827E-06	6.06827E-06	6.06827E-06	1.51707E-06	1.36536E-05		1.36536E-05	1.36536E-05	1.21365E-05	6.10199E-06	
SPO1471	2.66592E-06											
SPO1476		1.215E-06	1.215E-06				1.215E-06					
SPO1488		9.2299E-06										
SPO1494		1.20965E-06	1.20965E-06			1.20965E-06		4.83858E-06	4.83858E-06			
SPO1495	0.000189291	0.00011451	0.000189291	0.00011451	0.00011451	0.000149564	0.000189291	0.000149564	8.41295E-05	1.1107E-05		4.54807E-06
SPO1496	4.466E-05	4.466E-05	3.41928E-05	1.74453E-05	3.41928E-05	2.51213E-05	6.28032E-06	6.28032E-06	3.41928E-05			
SPO1497	0.001110239	0.002673287	0.001437634	0.000962383	0.001034991	0.000825088	0.001188127	0.001710903	0.002555794	0.000204875	0.000388051	0.001977044
SPO1498	0.001051317	0.002845447	0.001929784	0.001750371	0.001497661	0.002958127	0.002117949	0.002117949	0.00262665	0.007474935	0.00881127	0.006248435
SPO1499	6.65671E-05	4.62272E-05	9.06053E-05	7.39635E-06	1.84909E-06	4.62272E-05	6.65671E-05	2.95854E-05	9.06053E-05	4.4428E-05	0.000390527	4.83385E-05
SPO1500	1.46839E-06	1.46839E-06	3.67098E-05	9.39771E-05	2.34943E-05	1.32155E-05						
SPO1501	2.31233E-05		5.20275E-05	0.000144521	9.24933E-05	2.31233E-05					2.4408E-05	
SPO1502	9.115E-06	2.05088E-05	5.69688E-05	5.69688E-05	5.69688E-05	3.646E-05	3.646E-05			1.20846E-05	2.73072E-05	4.93644E-06
SPO1503	6.70184E-05		0.000119144	0.000150791	0.000119144	0.000186162	7.44649E-06	1.67546E-05	7.44649E-06			
SPO1505			7.45155E-07	6.70639E-06	2.98062E-06	2.98062E-06	7.45155E-07		2.98062E-06	1.52285E-05	1.97458E-05	9.76318E-05
SPO1506								5.64708E-06	5.64708E-06			
SPO1507	0.000459996	0.000234692	5.8673E-05	0.000760402	0.000396629	0.000459996	2.11223E-05	5.8673E-05	8.44891E-05	9.76318E-05	5.04992E-05	9.76318E-05
SPO1508	0.000231996	0.000109655	0.000362494	0.000566397	0.000479399	0.000710489	8.15612E-06	3.26245E-05	8.15612E-06	2.48497E-06	1.00307E-05	0.00015255
SPO1511			9.03998E-06			9.03998E-06						
SPO1513	6.90791E-06		6.90791E-06	4.31744E-05	6.21712E-05	6.90791E-06						
SPO1514	3.4935E-05		6.84727E-05	0.000169086	8.94337E-05	8.94337E-05						
SPO1515	6.12923E-05	6.12923E-05	8.82609E-05	0.000414336	0.000296655	0.000551631	2.20652E-05	8.82609E-05	0.000120133	2.4408E-05	2.4408E-05	5.49179E-05
SPO1516				7.22604E-06		2.89042E-05						
SPO1517	0.000454493	0.0003819	0.001139388	0.001022609	0.000912142	0.00126248	0.000454493	0.00031562	2.84058E-05	7.8983E-05	0.000390527	9.17688E-05
SPO1518	0.000412737	0.000276295	0.000491191	0.000412737	0.000341105	0.000341105	0.000491191	0.000491191	0.000576467	0.000142274	0.000594691	0.000303414
SPO1519	0.002344464	0.001539513	0.003513212	0.004686141	0.003513212	0.003414945	0.003713927	0.003612872	0.003128508	0.032517492	0.03432368	0.026456597
SPO1520	0.000844891	0.000684361	0.001320142	0.001427865	0.001320142	0.001320142	0.002891638	0.005493901	0.001776382	0.003449418	0.009281123	0.00881127
SPO1522	1.12652E-05				2.8163E-06						6.10199E-06	
SPO1532		9.34773E-06	9.34773E-06	2.33693E-06	2.33693E-06	9.34773E-06			9.34773E-06			
SPO1533	5.78083E-06	5.78083E-06		1.44521E-06		1.44521E-06			5.78083E-06	1.458E-05	9.93989E-06	1.1107E-05
SPO1541	7.24989E-06		1.81247E-06	7.24989E-06	1.81247E-06	7.24989E-06				4.93644E-06	1.34274E-06	6.10199E-06
SPO1542	1.56017E-06	6.24067E-06	6.24067E-06						6.24067E-06			
SPO1543	0.00125982	0.001485046	0.000925582	0.001119955	0.001053107	0.000749722	0.002674933	0.001901558	0.001119955	0.002042301	0.007474935	0.010873742
SPO1546	1.93373E-06		1.93373E-06						1.93373E-06	6.10199E-06		
SPO1547	2.16212E-06	1.94591E-05	2.16212E-06									
SPO1550												0
SPO1552	4.94756E-06	1.1132E-05	1.97902E-05	1.1132E-05	1.1132E-05	4.4528E-05	4.94756E-06	1.1132E-05	4.94756E-06	6.10199E-06	6.10199E-06	1.23411E-06
SPO1553	0.000450373	0.00066407	0.001013338	0.00066407	0.000744494	0.000744494	0.000744494	0.000450373	0.000919128	0.00086903	0.000241886	0.001763474
SPO1559	0.00041745	0.000150282	9.09114E-05	0.000536192	0.000363645	0.000185533	0.000313551	0.000185533	0.000313551	0.000493644	0.000710847	0.000876866
SPO1562	6.2644E-06	6.2644E-06	4.45468E-05	2.50576E-05	5.63796E-05	3.41062E-05	1.74011E-05	6.96044E-05	1.11367E-05	0.000494261	0.000390527	0.000154654
SPO1564							1.29523E-06					
