Accession	DSS3_ac_a	DSS3_ac_b	DSS3_ac_c	DSS3_glc_ac_19_a	DSS3_glc_ac_19_b	DSS3_glc_ac_19_c	DSS3_glc_ac_34_a	DSS3_glc_ac_34_b	DSS3_glc_ac_34_c	DSS3_glc_a	DSS3_glc_b	DSS3_glc_c
SPO3107	0.001588768	0.000980821	0.002075126	0.001588768	0.002075126	0.001704278	0.001167258	0.001369907	0.001823841	0.000953218	0.004153165	0.002989974
SPO3108	0.000148673	0.000109229	0.000194185	0.000194185	0.000245765	0.000245765	0.000245765	0.000148673	7.58534E-05	0.00024408	0.000308913	0.000313817
SPO3109	0.001362314	0.002763408	0.002421891	0.002313056	0.002533228	0.003253791	0.002421891	0.003382642	0.004064424	0.009156795	0.008069879	0.008304734
SPO3110	2.31233E-05	5.78083E-06	0.000144521	7.08152E-05	9.24933E-05	1.44521E-06	2.31233E-05	7.08152E-05	3.61302E-05	0.002196716	0.000644522	0.000747493
SPO3112	0.00023774	0.000152153	3.80384E-05	0.000116492	0.000152153	2.13966E-05	0.000192569	0.000342345	0.000116492	0.000549179	0.000308913	0.000130757
SPO3113	3.89182E-05	1.7297E-05		3.89182E-05		4.32424E-06				2.09211E-05	5.23028E-06	3.81374E-06
SPO3114	4.22445E-05	6.60071E-05	2.37625E-05	0.000213863	0.000168978	0.000168978	9.50502E-05	2.37625E-05	2.37625E-05	6.10199E-05	3.43237E-05	9.53436E-05
SPO3115	0.00013045	0.000231911	5.79778E-05	0.00013045	0.00013045	0.000103072	0.00016105	5.79778E-05	0.000315657	0.000137295	9.53436E-05	9.53436E-05
SPO3116	2.45169E-06		0.000120133	9.80677E-06	9.80677E-06	8.82609E-05		0.000198587	2.20652E-05	3.43237E-05		1.5255E-05
SPO3120	4.70187E-05	4.70187E-05		3.0092E-05	1.88075E-06	1.69267E-05	0.000152341	1.69267E-05	3.0092E-05	9.53436E-05	6.10199E-05	3.43237E-05
SPO3126	3.54309E-05	2.21443E-06	1.99299E-05		1.99299E-05	8.85772E-06						
SPO3127	7.46167E-07	1.86542E-05	4.77547E-05	3.65622E-05	2.98467E-06	2.6862E-05	4.77547E-05	3.65622E-05	0.000107448	6.10199E-05	1.5255E-05	6.10199E-05
SPO3128	0.001338782	0.003464635	0.002432078	0.003279889	0.002591517	0.001116073	0.002591517	0.003654444	0.001581736	0.003207357	0.002196716	0.002989974
SPO3129	9.34773E-06	3.73909E-05	9.34773E-06	3.73909E-05	8.41295E-05	8.41295E-05	0.000149564	3.73909E-05	2.10324E-05	0.00024408	0.000200843	0.000137295
SPO3130				7.17881E-06	7.17881E-06							1.5255E-05
SPO3133	0.000708152	0.000437175	0.001044162	0.001044162	0.001445208	0.0006106	0.001044162	0.001044162	0.001911287	0.000381374	0.000215278	0.00024408
SPO3134		1.46448E-05	5.85791E-05	1.46448E-05	1.46448E-05	1.46448E-05	3.66119E-06	9.15298E-05	3.29507E-05		1.5255E-05	1.75737E-05
SPO3135	6.86474E-06	1.54457E-05	1.54457E-05	1.54457E-05	6.86474E-06			6.86474E-06	2.74589E-05	3.43237E-05	1.5255E-05	1.5255E-05
SPO3136	0.001650934	0.001198003	0.000905862	0.00177549	0.001712645	0.001096093	0.001590354	0.001359359	0.001198003	0.004551647	0.004398661	0.01153657
SPO3137		2.53467E-05	1.12652E-05	1.12652E-05	1.12652E-05			1.12652E-05	7.04075E-05	0.000158164	0.000186873	6.40709E-05
SPO3140	1.63446E-06	6.53784E-06	6.53784E-06	2.61514E-05	6.53784E-06		6.53784E-06		2.61514E-05	3.43237E-05	1.5255E-05	
SPO3142	0.000197051	0.000116598	0.000116598	0.000141084	0.000298492	0.000167902	0.000167902	0.000141084	1.86558E-05	0.000461463	0.000549179	0.000461463
SPO3143	1.88649E-05	3.35376E-05	0.000102709	8.38441E-06	5.24026E-05	5.24026E-05	1.88649E-05	3.35376E-05	0.000134151			1.5255E-05
SPO3144	9.34773E-06	9.34773E-06	9.34773E-06	2.10324E-05	9.34773E-06		2.33693E-06			5.23028E-06		3.81374E-06
SPO3145	4.06197E-05	7.96147E-05	5.84924E-05	0.000131608	0.000131608	0.000162479	0.000162479	0.000131608	7.96147E-05	0.000381374	0.000644522	0.000976318
SPO3146	6.6366E-06								6.6366E-06	2.4408E-05	3.43237E-05	1.5255E-05
SPO3147	0.001724709	0.003016894	0.003165855	0.001615232	0.002456947	0.00379759	0.004134994	0.003318404	0.005428974	0.001376761	0.002780218	0.00201747
SPO3151	0.000832261	0.000832261	0.001275756	0.001087034	0.001179508	0.001587146	0.001587146	0.001087034	0.000754885	0.000858092	0.001102172	0.001124718
SPO3152	0.000482206	0.000753447	0.000334865	0.000656336	0.000482206	0.000565922	5.35784E-05	1.33946E-05	8.37163E-05	1.5255E-05	4.39343E-06	1.5255E-05
SPO3154	0.000113379	0.000177154	0.000347223	6.37756E-05	0.000143495	0.000177154	0.000143495	0.000143495	0.000143495	1.5255E-05	3.43237E-05	1.5255E-05
SPO3155	3.52038E-06										1.5255E-05	
SPO3156	0.000574648	0.00035816	0.000311997	0.000407507	0.000636729	0.000311997	0.000229222	0.00035816	0.000311997	0.00074249	0.000461463	0.000461463
SPO3157	3.23046E-05	0.000129219	0.000201904	9.8933E-05	9.8933E-05	5.0476E-05	0.000395732	0.000583503	0.000728873	9.53436E-05	0.000186873	0.00024408
SPO3158	6.86474E-05	0.000175737	0.000175737	0.000175737	9.88522E-05	6.86474E-05	0.000332253	0.000222417	0.000134549	0.00024408	0.00024408	0.000308913
SPO3159	0.001457997	0.001658877	0.001984496	0.001872716	0.001764176	0.001984496	0.000933118	0.001764176	0.001270077	0.003905272	0.002460321	0.003665006
SPO3160	4.50147E-06											
SPO3161	0.001033748	0.001308338	0.002136144	0.001308338	0.000791464	0.001308338	0.001954431	0.00294376	0.002729742	0.001376761	0.001376761	0.001518872
SPO3162	0.040949744	0.050609036	0.028558461	0.043605267	0.03753881	0.028923421	0.099465102	0.032700474	0.047275728	0.092811232	0.114141492	0.126326399
SPO3163	0.003329043	0.005103023	0.003329043	0.005103023	0.004168853	0.003653644	0.005918299	0.00490864	0.006348583	0.003015777	0.005078806	0.003905272
SPO3164	0.009277047	0.016227593	0.015445656	0.013454883	0.012743739	0.030998574	0.024133838	0.021933904	0.014433108	0.038903985	0.040459992	0.050300393
SPO3165	0.00118103	0.000755859	0.00118103	0.000956634	0.000956634	0.00199594	0.00199594	0.001700683	0.003023436	0.00168186	0.001525497	0.002780218
SPO3166	0.000174343	8.54278E-05	8.54278E-05	6.27633E-05	0.000111579	8.54278E-05	6.27633E-05	0.000174343	0.000111579	7.02949E-05	3.26892E-05	0.000461463
SPO3167											1.5255E-05	1.30757E-06
SPO3168	0.00069778	0.000622403	0.000622403	0.000551333	0.00069778	0.000551333	0.000622403	0.000622403	0.00048457	0.001102172	0.001235652	0.000747493
SPO3169	0.001133789	0.001701392	0.001434951	0.002723927	0.001990508	0.001701392	0.001771545	0.001771545	0.002222226	0.010712802	0.010712802	0.009156795
SPO3170	2.23243E-06											
SPO3171	0.000140521	0.000522652	0.000688983	0.000484654	0.00023229	0.00044809	0.000258817	0.001090471	0.000645249	0.000308913	0.001235652	0.000976318
SPO3172	0.00013974	8.94337E-05	0.00011319	0.000169086	8.94337E-05	0.00011319	0.00011319	8.94337E-05	6.84727E-05	6.40709E-05	8.36844E-05	0.000644522
SPO3173				3.10271E-06	3.10271E-06				1.24108E-05	1.5255E-05	3.43237E-05	2.09211E-05
SPO3174	6.25845E-06	3.91153E-05	0.000156461	7.6666E-05	5.6326E-05	3.91153E-05	2.50338E-05	1.40815E-05		3.43237E-05	3.95409E-05	3.43237E-05
SPO3175	7.68082E-06	3.07233E-05	6.91274E-05	1.72819E-05	1.72819E-05	6.91274E-05	7.68082E-06		1.72819E-05	9.53436E-05	6.10199E-05	0.000109836
SPO3176	6.43988E-05	0.000114487	0.000178886	0.000144897	0.000114487	8.7654E-05	8.7654E-05	1.60997E-05	7.15543E-06	0.000186873	7.78364E-05	3.43237E-05
SPO3177	0.000925167	0.001422536	0.001422536	0.001515793	0.00133224	0.000716449	0.001422536	0.001079114	0.000852634	0.000472032	0.000864849	0.001376761
SPO3180	9.21441E-05	9.21441E-05	0.000132688	5.89722E-05	9.21441E-05	5.89722E-05	9.21441E-05	0.000235889	0.000298547	6.10199E-05		6.10199E-05
SPO3181	0.007773814	0.013062993	0.007488561	0.01269243	0.013062993	0.016219439	0.013820113	0.019717122	0.032257595	0.016347957	0.008045254	0.015621088
SPO3182												0
SPO3183									8.11195E-07			
SPO3185			1.17597E-06									
SPO3186										1.5255E-05	1.5255E-05	1.5255E-05
SPO3187	5.8666E-05	4.07403E-05	4.07403E-05	6.51844E-06	6.51844E-06	1.46665E-05	5.8666E-05	5.8666E-05	5.8666E-05	3.81374E-06	1.25527E-05	1.25527E-05
SPO3190	1.6846E-06	1.6846E-06	1.6846E-06	1.6846E-06	1.6846E-06							
SPO3191	1.02331E-05	5.57138E-05	5.57138E-05	1.81923E-05	1.81923E-05	7.2769E-05	5.57138E-05	2.84254E-05	2.84254E-05	1.5255E-05	3.43237E-05	3.43237E-05
SPO3192	1.89372E-06			1.89372E-06		1.70435E-05	1.89372E-06	1.89372E-06				
SPO3193	1.53616E-05	6.14466E-05	6.14466E-05			3.45637E-05	9.60103E-05	0.000138255	3.45637E-05	3.81374E-06	3.43237E-05	
SPO3194	0.002029794	0.002029794	0.00234774	0.003243768	0.002868014	0.002515384	0.004284318	0.004741004	0.004978018	0.012390849	0.0137778	0.011120872
SPO3195	2.41397E-05	2.41397E-05	2.41397E-05	2.41397E-05	1.35786E-05	7.39279E-05	1.35786E-05	2.41397E-05	1.35786E-05	7.84541E-05	9.53436E-05	3.95409E-05
SPO3196	2.27875E-06								2.27875E-06			1.5255E-05
SPO3198	0.000156211	3.90527E-05	3.90527E-05	0.000197704	0.000119599	2.19672E-05	3.90527E-05	9.76318E-06	0.000119599	9.53436E-05	6.10199E-05	6.10199E-05
SPO3199	0.000503906	0.000710586	0.001543212	0.000710586	0.001543212	0.001230239	0.001133789	0.001133789	0.000952697	0.001244382	0.001099665	0.003432368
SPO3200	1.48427E-05	1.48427E-05	3.71067E-06				1.48427E-05			1.5255E-05	1.5255E-05	3.43237E-05
SPO3201	0.000434028	0.000717476	0.001171434	0.000434028	0.000434028	0.000639971	0.000639971	0.000498247	0.00161432	0.000334738	0.000747493	0.000461463
SPO3202											5.23028E-06	
SPO3203	0.00013072	0.00027923	0.000174036	0.00037437	0.000223539	0.00013072	0.00034111	0.000198014	0.000174036	0.000461463	0.000549179	0.000549179
SPO3204	0.001520803	0.001694475	0.000793258	0.00270365	0.001877535	0.000380201	0.001520803	0.000229998	0.001356519	0.00201747	0.001110799	0.00081723
SPO3206	0.00041622	0.000234124	0.000104055	0.000289042	0.000184987	0.000104055	0.00034974	0.00034974	0.00041622	0.001235652	0.000513633	0.000858092
SPO3207	0.000140771	0.000111226	0.000111226	0.000111226	0.000210287	0.000140771	0.000210287	0.000140771	0.000250259	0.00061508	0.001376761	0.00061508
SPO3208	2.36489E-05		2.62765E-06						6.56913E-05		1.25527E-05	3.81374E-06
SPO3211					2.67892E-06	2.41103E-05						
SPO3212	1.41724E-05	1.41724E-05		0.000127551	3.18878E-05	3.54309E-06	0.000127551	5.66894E-05	3.18878E-05	3.43237E-05	3.43237E-05	3.81374E-06
SPO3216	0.000116769	0.00026273	0.000220766	0.000147786	0.000182451	6.56825E-05	0.000220766	8.94012E-05	0.000220766	0.000381374	0.00024408	0.00024408
SPO3217	0.000213015	5.32537E-05	2.99552E-05	8.32089E-05	0.000269597	2.99552E-05	2.99552E-05	5.32537E-05	0.000213015	0.00024408	0.000186873	0.00024408
SPO3218	5.32537E-05			1.33134E-05	2.99552E-05	3.32836E-06	2.99552E-05	3.32836E-06	2.99552E-05	1.25527E-05	1.00307E-05	3.81374E-06
SPO3219	0.000156452	0.000204346	0.000156452	0.0005396	0.000386341	0.000156452	0.000114944	2.87361E-05	1.27716E-05	0.000461463	0.000381374	0.00024408
SPO3220	0.001441947	0.001441947	0.00203337	0.001184255	0.001267336	0.001824964	0.001627823	0.001824964	0.001627823	0.003432368	0.002989974	0.002196716
SPO3221	4.7343E-06	7.57488E-05	0.000118358			7.57488E-05			1.89372E-05			
SPO3224	6.00925E-05	8.17926E-05	0.000135208	6.00925E-05	6.00925E-05	6.00925E-05	6.00925E-05	0.000106831	1.50231E-05		3.43237E-05	1.75737E-05
SPO3225	1.7947E-06	2.87152E-05	2.87152E-05	7.17881E-06	1.61523E-05	4.48676E-05	1.61523E-05	1.7947E-06	2.87152E-05	4.39343E-06	3.43237E-05	1.17681E-05
SPO3226	0.000459778	0.000239822	0.000459778	0.000567627	0.000363281	0.000459778	0.00041011	0.000567627	0.00031929	0.000747493	0.000747493	0.000747493
SPO3228	0.000252403	0.000298207	0.000458524	0.000401268	0.000519597	0.000488583	0.001009611	0.001443324	0.001660896	0.002989974	0.002989974	0.003207357
SPO3230	1.36612E-06	2.18579E-05	1.2295E-05	5.46447E-06	5.46447E-06	1.2295E-05	3.41529E-05	3.41529E-05	5.46447E-06	6.10199E-05	3.43237E-05	6.10199E-05
SPO3231	7.72283E-05	0.000105116	5.36308E-05	5.36308E-05	3.43237E-05	1.93071E-05	1.93071E-05	8.58092E-06	0.000137295	3.43237E-05	0.000109836	9.53436E-05
SPO3233	0.00104344	0.003540759	0.00334132	0.001156166	0.001664879	0.001953921	0.006659517	0.006116119	0.017137272	0.001525497	0.002383589	0.008069879
SPO3234	0.000512769	0.001095324	0.002211886	0.000682681	0.001095324	0.002211886	0.001213655	0.002730724	0.003716818	0.00201747	0.003207357	0.00257809
SPO3236	3.43237E-05			3.43237E-05	5.36308E-05					3.43237E-05	6.10199E-05	6.10199E-05
SPO3240	0.000188075	0.000188075	0.000120368	0.000188075	0.000270828	0.000188075	4.70187E-05	4.70187E-05	3.0092E-05	0.000186873	0.000186873	0.000381374
SPO3241	1.99299E-05		8.85772E-06	2.21443E-06	8.85772E-06				2.21443E-06			
SPO3242	0.000105724	2.64311E-05	4.69886E-05	4.69886E-05	4.69886E-05	7.34196E-05	0.000105724	4.69886E-05	1.17471E-05	1.5255E-05	3.13817E-06	3.81374E-06
SPO3243	2.51053E-05	7.6885E-05	7.6885E-05	2.51053E-05	2.51053E-05	1.41217E-05	3.92271E-05	2.51053E-05	0.000127096	0.000186873	9.53436E-05	0.000186873
SPO3244	0.000239468	0.00042572	0.00042572	0.000307583	0.000208603	0.000272461	0.000613037	0.000272461	0.000272461	0.000976318	0.000644522	0.001102172
SPO3245	3.11591E-05	9.54247E-05	7.01079E-05	3.11591E-05	9.54247E-05	1.7527E-05	7.01079E-05	3.11591E-05	3.11591E-05	0.000186873	0.00028118	0.000549179
SPO3246	0.000727931	0.001244805	0.00155493	0.000673013	0.001102665	0.001172658	0.000905607	0.000785003	0.000785003	0.003213481	0.004153165	0.004296148
SPO3247	7.62748E-05	7.62748E-05	0.000149499	0.000109836	4.88159E-05	7.62748E-05	0.000109836	7.62748E-05	4.88159E-05	9.53436E-05	3.43237E-05	0.000186873
SPO3248	2.77675E-05	1.23411E-05	1.23411E-05	2.77675E-05	2.77675E-05	2.77675E-05			1.23411E-05	1.5255E-05	1.30757E-06	3.81374E-06
SPO3249				3.24958E-06								
SPO3250				3.1929E-06	3.1929E-06		1.27716E-05			4.39343E-06		
SPO3251		2.4713E-05	1.09836E-05	2.4713E-05	2.4713E-05	2.74589E-06	1.09836E-05	4.39343E-05	2.4713E-05	3.43237E-05	3.43237E-05	9.53436E-05
SPO3253	0.000453867	0.001470529	0.003308689	0.000767035	0.000767035	0.003308689	0.002836668	0.005246701	0.008006211	0.000858092	0.001102172	0.001102172
SPO3254		2.60274E-06			2.60274E-06							
SPO3255	5.26159E-05	1.3154E-05	5.26159E-05	8.22124E-05	8.22124E-05	5.26159E-05	1.3154E-05	2.95965E-05	1.3154E-05	3.26892E-05	3.43237E-05	3.26892E-05
SPO3256	0.000910283	0.001692675	0.001083312	0.001271387	0.000910283	0.001474508	0.001083312	0.003009199	0.003317642	0.000858092	0.000976318	0.001376761
SPO3257	0.004998825	0.024323868	0.017162921	0.010382508	0.010382508	0.018836403	0.018836403	0.040686804	0.014049466	0.003432368	0.001176812	0.003905272
SPO3258	0.000247028	0.000247028	0.000204156	0.000293984	0.000345023	5.10389E-05	0.000345023	0.00059001	0.000522639	0.001235652	0.001845851	0.001235652
SPO3259	9.03998E-06	5.64999E-05	5.64999E-05	9.03998E-06	2.034E-05	5.64999E-05	3.61599E-05	5.64999E-05	5.64999E-05			
SPO3260	8.44891E-06	0.000103499	7.60402E-05	7.60402E-05	3.37956E-05	1.901E-05	5.28057E-05	0.000135182	3.37956E-05	9.53436E-05	0.000137295	0.000137295
SPO3271	1.65305E-05	1.83672E-06		7.34687E-06	1.65305E-05		1.83672E-06				3.81374E-06	1.5255E-05
SPO3272	0.000336996	0.00065007	0.000336996	0.000550219	0.000599104	0.000175779	0.000203862	0.000266269	0.000815447	0.001235652	0.000976318	0.001124718
SPO3273									3.00098E-06			
SPO3276	0.000141703	0.00039362	0.000566813	0.00018201	0.00018201	0.000227355	0.000771496	0.000459119	0.000685844	0.001423472	0.002780218	0.003207357
SPO3278	0.000112124	0.000228825	0.000112124	0.000514855	8.23768E-05	0.000329507	0.000386713	0.000185348	0.000448496	0.000747493	0.000858092	0.001235652
SPO3280	5.23028E-06	1.17681E-05	3.26892E-05	5.23028E-06	1.30757E-06			1.17681E-05	5.23028E-06			3.81374E-06
SPO3281	3.32836E-06					1.33134E-05						
SPO3282	1.92021E-06	1.72819E-05	1.92021E-06	7.68082E-06	3.07233E-05	7.68082E-06		1.92021E-06	7.68082E-06			
SPO3287	0.003186496	0.003625525	0.002393413	0.000761612	0.000629431	0.000308421	2.51773E-05	1.41622E-05	6.29431E-06	0.000108762	6.10199E-05	0.000137295
SPO3289	1.356E-06		2.1696E-05		2.1696E-05	6.64439E-05	0.000109836	0.000195264	0.0001356	0.000186873	9.53436E-05	0.000112974
SPO3290							1.97546E-06	1.77792E-05	1.77792E-05	1.25527E-05	3.43237E-05	
SPO3291	3.21533E-05	3.21533E-05	2.05781E-05	3.21533E-05	3.21533E-05	3.21533E-05	0.003477704	0.007042866	0.005104663	0.002786721	0.006410901	0.006410901
SPO3295					1.86796E-06		2.98873E-05	2.98873E-05	4.66989E-05	3.43237E-05	1.17681E-05	3.43237E-05
SPO3296		8.35889E-07			3.34355E-06	3.34355E-06	0.000163834	0.000241572	6.7707E-05	0.000531605	0.000381374	0.000158216
SPO3297	1.39033E-05	4.25787E-05	3.12823E-05	3.12823E-05	2.17238E-05	4.25787E-05	8.68954E-05	8.68954E-05	7.03853E-05	6.10199E-05	6.10199E-05	0.000137295
SPO3298	8.41295E-05	0.000233693	0.00011451	0.000149564	0.000149564	0.000189291	0.000233693	0.000149564	2.10324E-05	6.10199E-05	3.43237E-05	6.10199E-05
SPO3299	2.83082E-06	1.13233E-05	2.54774E-05									
SPO3300				3.80201E-05		4.22445E-06				1.5255E-05		
SPO3301			1.90687E-06					7.62748E-06	1.90687E-06			
SPO3302	7.20235E-05	0.000112537	0.000288094		0.000112537	0.000112537			1.80059E-05			
SPO3303	2.3774E-06	2.13966E-05	3.80384E-05	3.80384E-05	5.94349E-05	8.55863E-05	2.13966E-05	0.000116492	0.000192569	6.10199E-05	1.20846E-05	6.10199E-05
SPO3304	0.000139386	0.000235562	0.000356827	0.000168656	0.000200715	0.000168656	0.000200715	0.000235562	0.000451609	0.000256283	0.001372947	0.000263176
SPO3305	1.017E-05	9.15298E-05	1.017E-05	2.28825E-05	4.06799E-05	1.017E-05	0.000254249	9.15298E-05	0.000124582	3.81374E-06	6.10199E-06	
SPO3306	4.30729E-05	0.000269205	0.000131911	0.000172291	9.69139E-05	0.000131911	6.73013E-05	0.000131911	0.000218056	0.00028118	0.000610199	0.000494261
SPO3307	0.000189859	0.000508383	0.000401685	0.000401685	0.000353044	0.000566439	0.000508383	0.000691965	0.000189859	0.000263176	0.000250767	0.000878686
SPO3309	0.000764515	0.00121542	0.000903255	0.001872989	0.001479893	0.001133043	0.002549346	0.00208688	0.001872989	0.00494261	0.001343946	0.003905272
SPO3310		2.09211E-05					8.36844E-05	2.09211E-05	2.09211E-05			
SPO3311										3.81374E-06	6.10199E-06	
SPO3312	7.75311E-05	3.44583E-05	5.38411E-05		8.61457E-06	3.44583E-05	7.75311E-05	3.44583E-05	3.44583E-05	7.02949E-05	2.4408E-05	3.43237E-05
SPO3313				2.90571E-06	1.16228E-05		2.90571E-06	1.16228E-05	1.16228E-05	1.5255E-05	5.49179E-05	1.5255E-05
SPO3314	0.001102859	0.001232501	0.001369346	0.001513393	0.001513393	0.001369346	0.002074276	0.001040739	0.001440469	0.00494261	0.001599406	0.001790062
SPO3318	0.000201904	0.000807616	0.000290742	0.000654169	0.000583503	9.8933E-05	0.000654169	0.000341218	0.000341218	0.000487055	0.001269702	0.001269702
SPO3319	2.61514E-05	1.04606E-06	2.61514E-05	2.61514E-05	2.61514E-05	4.18422E-06	9.4145E-06	4.18422E-06	1.67369E-05	1.5255E-05	5.49179E-05	1.5255E-05
SPO3320	0.001026503	0.002627847	0.000831467	0.001131719	0.000831467	0.000741648	0.001026503	0.000502986	0.000741648	0.000976318	0.000445514	0.000644522
SPO3321			2.49627E-05			6.24067E-06						
SPO3322	0.000176129	0.000239731	0.000275201	0.000176129	0.000147997	0.000176129	9.90724E-05	0.000275201	0.000239731	0.000461463	0.000108762	0.000461463
SPO3323	0.000871875	0.000818234	0.001043014	0.000716061	0.000575574	0.000375485	0.000927218	0.000575574	0.001362304	0.002196716	0.000771319	0.001016765
SPO3324	0.000147233	5.30039E-05	7.21441E-05	7.21441E-05	5.30039E-05	9.42291E-05	9.42291E-05	3.68082E-05	9.42291E-05	0.000186873	9.76318E-05	0.000137295
SPO3325	0.002326744	0.004627482	0.003524535	0.002698472	0.002571503	0.002094223	0.002961589	0.005146066	0.003236943	0.012356525	0.006410901	0.006101988
SPO3326	0.00017496	0.0001215	4.37399E-05	0.00017496	0.0001215	1.944E-05	0.000311039	4.37399E-05				
SPO3327	2.1696E-05	5.42399E-06		5.42399E-06	1.2204E-05	1.356E-06	5.42399E-06	5.42399E-06	5.42399E-06			
SPO3328	0.002411802	0.004612884	0.003423907	0.004062614	0.002952246	0.004062614	0.004612884	0.003930505	0.003672839	0.008123454	0.011282575	0.006727441
SPO3330	0.000386324	0.000186955	0.000211054	0.000532382	0.000386324	8.83652E-05	0.000186955	0.000123419	0.000292116	0.001763474	0.000559119	0.001124718
SPO3331	2.70531E-06			1.08213E-05	2.70531E-06					3.81374E-06	6.10199E-06	
SPO3332	0.000578083	0.00052172	0.000468247	0.00052172	0.000325172	0.000369973	0.00052172	0.000369973	0.000468247	0.000706087	0.001376761	0.000976318
SPO3336	4.37399E-05	4.37399E-05	7.77598E-05	7.77598E-05	4.37399E-05	7.77598E-05	7.77598E-05	7.77598E-05	0.0001215	6.10199E-05	0.000109836	0.000137295
SPO3337	0.001349982	0.000720922	0.000647033	0.000798806	0.000880683	0.000798806	0.001248134	0.001919131	0.000511236	0.001845851	0.000710847	0.001525497
SPO3340		2.75969E-06						1.10388E-05	2.48372E-05			
SPO3341	0.000114861	0.000351762	0.000403808	0.000717881	0.000403808	0.000217159	0.000258437	0.000581484	0.000403808	0.00024408	0.000610199	0.000201283
SPO3342	0.000832261	0.001375778	0.000998336	0.000832261	0.000998336	0.000913411	0.000998336	0.001479575	0.000611457	0.001124718	0.001562109	0.001102172
SPO3344	9.73614E-05	9.73614E-05	0.000123223	0.000123223	0.000123223	9.73614E-05	7.45423E-05	0.000219063	0.000123223	0.000308913	0.00011755	0.000461463
SPO3346	0.00013974	3.4935E-05	8.94337E-05	6.84727E-05	8.94337E-05	0.000236161	0.00011319	0.00011319	0.000201226	0.000381374	0.000298997	0.000381374
SPO3347	0.000725088	0.000965354	0.000965354	0.000519146	0.000617826	0.00084093	0.000617826	0.000617826	0.001716184	0.000747493	0.000149327	0.000461463
SPO3348	0.000785418	0.001107562	0.000371233	0.000785418	0.000994044	0.000196354	0.00176719	0.001107562	0.00176719	0.000201283	0.000610199	0.000381374
SPO3349	0.000238198	0.00080061	0.000423463	0.000661661	0.000597149	0.000238198	0.001205878	0.000875047	0.000729482	0.003432368	0.003813742	0.003207357
SPO3350	0.000258748	0.0001901	0.000337956	0.000132014	0.0001901	0.000258748	0.0001901	0.000132014	0.0001901	0.000186873	0.000186873	0.000186873
SPO3351	3.43237E-05			6.10199E-05	6.10199E-05					3.43237E-05	5.49179E-05	4.39343E-06
SPO3353	0.000116382	0.000465529	0.000307322	0.00026186	0.000181847	0.000220035	0.000409156	0.000356421	0.000307322	0.000308913	3.35684E-05	9.53436E-05
SPO3354	0.000944644	0.001430939	0.000676342	0.001342903	0.001811033	0.000944644	0.001521771	0.001342903	0.002017848	0.005491789	0.003207357	0.003432368
SPO3355	0.006954197	0.007472349	0.006785617	0.009932795	0.012514246	0.009531512	0.010550233	0.010760183	0.014157646	0.020884053	0.041029765	0.02440795
SPO3358		9.00293E-06	9.00293E-06	2.02566E-05	9.00293E-06	2.25073E-06	2.25073E-06		9.00293E-06	1.5255E-05	6.10199E-06	
SPO3359					1.58265E-06		1.58265E-06	1.58265E-06				
SPO3360		1.25447E-05	2.23017E-05	2.23017E-05	1.25447E-05	1.25447E-05	0.000112902	3.48464E-05	5.57542E-06	6.10199E-05	1.2905E-05	9.53436E-05
SPO3361	5.33183E-06	8.53093E-05	6.5315E-05	0.00010797	6.5315E-05	8.53093E-05	0.000341237	0.000191946	0.00022527	0.000109836	0.000249627	6.10199E-05
SPO3362	8.84346E-07	1.41495E-05	3.18365E-05	5.65981E-05	4.3333E-05	0.000107006	0.000255576	0.000226393	0.000173332	0.000468247	6.21243E-05	0.000137295
SPO3364	4.93028E-05	6.71066E-05	1.23257E-05				0.000494398	0.000395792	0.000494398	0.00015255	6.10199E-05	1.5255E-05
SPO3365	0.000526554	0.000742523	0.000296186	5.14212E-05	7.40466E-05	3.29096E-05	0.004938496	0.01156978	0.009792662	0.00201747	0.001132878	0.000706087
SPO3366	0.000443501	0.000916453	1.55918E-05	2.77188E-05	1.55918E-05	2.77188E-05	0.010540077	0.009486762	0.016638215	0.000805131	0.000241886	0.000549179
SPO3367	0.00024037	8.17926E-05	6.00925E-05	6.00925E-05	4.17309E-05	4.17309E-05	0.000201978	8.17926E-05	6.00925E-05	0.000186873	0.000219672	9.53436E-05
SPO3368	0.000342088	0.000311696	0.000180939	0.000255153	0.000180939	7.06794E-05	0.000255153	0.000119448	8.55221E-05	0.001525497	0.002324125	0.002530616
SPO3369			8.13598E-06		1.8306E-05	2.034E-06	3.25439E-05	8.13598E-06	8.13598E-06	3.43237E-05	6.10199E-05	6.10199E-05
SPO3370	0.00021287	0.00021287	0.000246879	0.00036402	0.000322454	0.000246879	0.000408105	0.00018138	0.000246879	0.001376761	0.000652844	0.00168186
SPO3371	0.000147997	0.000122312	5.99327E-05	0.000441545	0.000275201	7.82794E-05	0.000489246	0.000176129	0.000147997	0.001660089	0.003227951	0.001431344
SPO3372	0.00048848	0.000739946	0.000739946	0.000566521	0.00041622	0.00083533	0.000936495	0.000739946	0.000936495	0.000549179	0.000738341	0.000644522
SPO3374	0.00314039	0.005839568	0.003255624	0.004800384	0.004252243	0.003862939	0.005086912	0.003862939	0.003990631	0.015136743	0.021967155	0.012829429
SPO3375	4.69629E-05	0.000161974	0.000187852	0.000276986	0.000215646	0.000161974	0.000215646	0.000245357	0.000138014	0.001423472	0.001562109	0.001102172
